"","Shape","Layer","Animal","ID","Image","Area","ConvexArea","MajorAxisLength","MinorAxisLength","Perimeter","ConvexPerimeter","EquivDiameter","Eccentricity","Solidity","Extent","InvAR","ConvexCircularity","Ngb_50","Ngb_100","N"
"535","Complex","6","Hippopotamus amphibius","20061229","22",41.52,41.54,7.86,6.67,52.27,25.04,7.2708256682033,0.53,1,0.92,0.848600508905852,0.832544981257592,35,159,1
"536","Microglia","1","Hippopotamus amphibius","20061229","22",16.18,16.78,6.01,3.67,9.54,16.03,4.53883419324995,0.728181818181818,0.959421487603306,0.643471074380165,0.647525856227452,0.823267544886344,23,88,121
"537","Microglia","2","Hippopotamus amphibius","20061229","22",16.455,16.69,5.94,3.725,5.205,15.83,4.57721033492132,0.746136363636364,0.975681818181818,0.677954545454545,0.630495775400544,0.847910673707777,30,114,88
"538","Microglia","3","Hippopotamus amphibius","20061229","22",18.01,18.4,6,3.98,6.78,16.69,4.78863698777432,0.71070796460177,0.977699115044248,0.647964601769912,0.663561639802758,0.843079259484492,23,97,113
"539","Microglia","4","Hippopotamus amphibius","20061229","22",17.02,17.265,5.845,3.82,9.985,16,4.65513810251821,0.719302325581395,0.973023255813953,0.729186046511628,0.665377839280534,0.850167702325973,30,128,86
"540","Microglia","5","Hippopotamus amphibius","20061229","22",17.95,18.26,6.07,4.02,2.18,16.42,4.7806537029988,0.712545454545455,0.983454545454545,0.765636363636364,0.652984688877628,0.861132507109774,40,147,55
"541","Microglia","6","Hippopotamus amphibius","20061229","22",16.1,16.84,6.05,3.69,17.13,16.33,4.52759943791808,0.736237623762376,0.980990099009901,0.642376237623762,0.640501619138813,0.819044726148428,39,163,101
"542","Ellipsoid","1","Hippopotamus amphibius","71252","23",57.28,57.28,10.635,6.755,1.405,28.855,8.53900026496988,0.788061224489796,0.996428571428571,0.638571428571429,0.609378656689944,0.895869156247927,11,34,98
"543","Ellipsoid","2","Hippopotamus amphibius","71252","23",61.075,62.6,11.59,6.965,1.14,29.7,8.81833877837887,0.796458333333333,0.989791666666667,0.664166666666667,0.595217170706463,0.899646118178571,11.5,33,96
"544","Ellipsoid","3","Hippopotamus amphibius","71252","23",61.45,61.84,11.44,6.84,0.72,29.65,8.84536997665873,0.787345132743363,0.989380530973451,0.696548672566372,0.607819335469983,0.896615305573776,12,35,113
"545","Ellipsoid","4","Hippopotamus amphibius","71252","23",81.435,81.455,12.31,7.85,3.57,33.49,10.1822103754469,0.773582089552239,0.982014925373134,0.66865671641791,0.625276546866245,0.900479702958944,10,29,134
"546","Ellipsoid","5","Hippopotamus amphibius","71252","23",97.94,99.07,14.03,8.77,3.03,36.6,11.1669638224256,0.774709677419355,0.977612903225806,0.686516129032258,0.624199993495092,0.906794339245813,10,29,155
"547","Ellipsoid","6","Hippopotamus amphibius","71252","23",58.885,60.29,11.115,6.74,2.87,29.21,8.65878196067418,0.779435483870968,0.972983870967742,0.641854838709677,0.617142642814443,0.898420216601288,9,25,124
"548","Round","1","Hippopotamus amphibius","71252","23",48.5,50.31,8.72,7.44,6.89,26.61,7.85825158159596,0.453866666666667,0.9776,0.7752,0.876172702349772,0.90481973574658,11,33,75
"549","Round","2","Hippopotamus amphibius","71252","23",69.16,70.94,9.95,9.11,9.29,31.49,9.38388229433233,0.4756,0.985066666666667,0.649866666666667,0.864248865712586,0.912140885127041,11,33,75
"550","Round","3","Hippopotamus amphibius","71252","23",49.4,51.63,8.88,7.54,3.86,26.39,7.93082804692656,0.497777777777778,0.977901234567901,0.728271604938272,0.85383155651097,0.911968966007336,11,34,81
"551","Round","4","Hippopotamus amphibius","71252","23",67.69,67.69,10.16,8.87,7.1,30.56,9.28361916405036,0.502258064516129,0.990215053763441,0.709354838709677,0.849612470352577,0.913647479177301,10,29,93
"552","Round","5","Hippopotamus amphibius","71252","23",69.27,71.11,10.42,9.035,9.71,31.495,9.39112112028167,0.482090909090909,0.978090909090909,0.687181818181818,0.86003153240573,0.915442569384039,11,29,110
"553","Round","6","Hippopotamus amphibius","71252","23",54.03,54.06,9.11,7.74,9.87,27.27,8.2941625618287,0.501264367816092,0.989310344827586,0.699425287356322,0.848784275892143,0.910552675446572,9,24,87
"554","Pyramidal","1","Hippopotamus amphibius","71252","23",65.45,66.4,12.265,7.025,50.985,32.635,9.12861085294066,0.807417582417582,0.990054945054945,0.693131868131868,0.57675602970184,0.784647695307863,11,32,182
"555","Pyramidal","2","Hippopotamus amphibius","71252","23",78.725,82.76,13.85,7.545,31.06,36.575,10.011779990677,0.825108695652174,0.986141304347826,0.678478260869565,0.55202605208847,0.781610524088305,11,33,184
"556","Pyramidal","3","Hippopotamus amphibius","71252","23",74.44,77.67,13.27,7.55,27.9,34.85,9.73549956140339,0.82031007751938,0.980387596899225,0.717519379844961,0.556852527341804,0.790613113327185,12,33,129
"557","Pyramidal","4","Hippopotamus amphibius","71252","23",86.66,90.69,14.18,8.02,98.53,37.91,10.5042343341506,0.817114093959732,0.981140939597315,0.659731543624161,0.562928374410423,0.788450039209939,10,31,149
"558","Pyramidal","5","Hippopotamus amphibius","71252","23",74.235,77.595,13.435,7.48,70.71,35.215,9.7218881023642,0.812586206896552,0.980459770114943,0.683620689655172,0.571248603484171,0.796388357407552,11,30,174
"559","Pyramidal","6","Hippopotamus amphibius","71252","23",61.315,62.57,11.76,6.92,76.025,31.41,8.83526991314299,0.8085546875,0.989765625,0.630078125,0.574905092055525,0.785035583698757,9,25,256
"560","Complex","1","Hippopotamus amphibius","71252","23",47.485,48.155,8.78,7.385,70.945,27.23,7.77558740572217,0.512647058823529,0.982941176470588,0.730588235294118,0.841860988059101,0.816570949243756,12,31,34
"561","Complex","2","Hippopotamus amphibius","71252","23",59.29,59.29,9.73,8.27,109,30.3,8.68851958663545,0.52468085106383,0.983617021276596,0.711914893617021,0.838731386035731,0.805289874922785,10,33,47
"562","Complex","3","Hippopotamus amphibius","71252","23",49.705,49.705,9.165,7.535,170.92,28.19,7.95523816486272,0.518333333333333,0.984166666666667,0.688611111111111,0.842507819985719,0.805410000188009,11.5,34,36
"563","Complex","4","Hippopotamus amphibius","71252","23",51.235,51.78,9.39,7.65,82.245,28.245,8.07535744399507,0.534545454545455,0.9675,0.601590909090909,0.837415738858259,0.802876383756566,10,29,44
"564","Complex","5","Hippopotamus amphibius","71252","23",63.21,63.21,9.79,9.13,25.97,30.96,8.97114661694422,0.511714285714286,0.959142857142857,0.576285714285714,0.843351000669288,0.819137892859152,11,31,35
"565","Complex","6","Hippopotamus amphibius","71252","23",46.48,46.54,8.605,7.565,107.705,26.62,7.69285641435777,0.526481481481481,0.996111111111111,0.673518518518519,0.839700269982445,0.807851828874723,9,25,54
"566","Microglia","1","Hippopotamus amphibius","71252","23",19.52,19.72,6.01,4.75,2.74,17.07,4.9853421059372,0.573096774193548,0.979677419354839,0.642516129032258,0.785092726838149,0.874972893315806,11,33,155
"567","Microglia","2","Hippopotamus amphibius","71252","23",19.85,19.91,6,4.71,2.38,17.08,5.02730593489127,0.584186046511628,0.988449612403101,0.678837209302326,0.778622287500435,0.882091041165058,11,32,129
"568","Microglia","3","Hippopotamus amphibius","71252","23",20.535,20.68,5.9,4.72,6.33,16.915,5.11330700817928,0.556181818181818,0.985727272727273,0.732363636363636,0.800130691208545,0.88546889141932,11,33,110
"569","Microglia","4","Hippopotamus amphibius","71252","23",20.77,21.13,6.18,4.73,2.13,17.21,5.14248824443472,0.580309278350515,0.990618556701031,0.718865979381443,0.779186263571479,0.883043486265034,9,30,97
"570","Microglia","5","Hippopotamus amphibius","71252","23",20.12,20.47,6.12,4.65,3.38,17.05,5.06138119884992,0.5888,0.991733333333333,0.6756,0.779642720156196,0.885214781087653,10,29,75
"571","Microglia","6","Hippopotamus amphibius","71252","23",21.515,21.56,6.08,4.925,4.01,17.96,5.23390346454241,0.555696202531646,0.988417721518987,0.66506329113924,0.803952337615187,0.862650218019063,9,24,158
"572","Ellipsoid","1","Elaphurus davidianus","71284","24",49.37,50.795,9.89,6.105,1.705,25.885,7.92717382466351,0.783888888888889,0.989583333333333,0.659583333333333,0.609415811212687,0.912877527818897,21,81,72
"573","Ellipsoid","2","Elaphurus davidianus","71284","24",49.43,52.16,9.7,5.93,3.56,26.59,7.9332358275964,0.798493150684932,0.986575342465753,0.635479452054795,0.592368908393644,0.903615369963594,21,78,73
"574","Ellipsoid","3","Elaphurus davidianus","71284","24",51.47,51.47,10.32,6.54,3.36,27.21,8.0952850084181,0.774642857142857,0.98797619047619,0.673333333333333,0.623270342381378,0.903226520486662,19,67,84
"575","Ellipsoid","4","Elaphurus davidianus","71284","24",54.86,55.02,10.5,6.3,3.21,27.86,8.35762654251618,0.796666666666667,0.985376344086021,0.670430107526882,0.593874048196822,0.901462345378977,19,70,93
"576","Ellipsoid","5","Elaphurus davidianus","71284","24",55.23,55.23,10.37,6.55,2.39,27.86,8.38576293820205,0.783924050632911,0.983164556962025,0.682025316455696,0.611002801075682,0.90715618037553,19,60,79
"577","Ellipsoid","6","Elaphurus davidianus","71284","24",37.19,38.51,8.76,5.29,18.77,23.37,6.88126286874006,0.797804878048781,0.985609756097561,0.592926829268293,0.594623575164179,0.882194487238516,26,116,41
"578","Round","1","Elaphurus davidianus","71284","24",59.4,62.48,9.85,7.81,77.76,28.63,8.69657570295738,0.545238095238095,0.978095238095238,0.763809523809524,0.829861900605099,0.908215281204886,23,83,21
"579","Round","2","Elaphurus davidianus","71284","24",48.795,50.205,8.305,7.45,56.085,26.43,7.88178264923122,0.458076923076923,0.991538461538461,0.680384615384615,0.869448126014508,0.91990995496386,20.5,79.5,26
"580","Round","3","Elaphurus davidianus","71284","24",53.365,53.365,9.005,7.305,26.6,26.75,8.24295756513603,0.578333333333333,0.984333333333333,0.612666666666667,0.811396448929048,0.918913063230711,17,65.5,30
"581","Round","4","Elaphurus davidianus","71284","24",48.08,50.07,8.68,7.32,23.56,26.77,7.82415217840672,0.531290322580645,0.956451612903226,0.627741935483871,0.832631681222975,0.921427236191458,19,70,31
"582","Round","5","Elaphurus davidianus","71284","24",57.42,57.77,9.52,7.73,19.47,28.06,8.5504043564438,0.532758620689655,0.976551724137931,0.743103448275862,0.834426100612491,0.928354914187001,18,57,29
"583","Round","6","Elaphurus davidianus","71284","24",33.725,35.875,7.46,6.045,28.715,22.52,6.55275549631192,0.595,0.981666666666667,0.583333333333333,0.803479475661415,0.899346492384529,26,111.5,6
"584","Pyramidal","1","Elaphurus davidianus","71284","24",42.99,43.915,10.26,5.47,64.505,26.77,7.39841253604122,0.842,0.981461538461538,0.636,0.525070582325981,0.767679076804195,21,83,130
"585","Pyramidal","2","Elaphurus davidianus","71284","24",41.78,42.255,10.015,5.35,68.965,25.85,7.29346311458871,0.842314814814815,0.98462962962963,0.637314814814815,0.524881185420066,0.785602838452207,21,80.5,108
"586","Pyramidal","3","Elaphurus davidianus","71284","24",42.47,43.26,10.005,5.825,244.7,26.11,7.35335803236624,0.816052631578947,0.977368421052632,0.671578947368421,0.567273710445764,0.794117389371313,18,63,76
"587","Pyramidal","4","Elaphurus davidianus","71284","24",50.68,52.29,10.92,5.7,75.09,29.17,8.03291853109305,0.835454545454545,0.975804195804196,0.641958041958042,0.534819027711103,0.787402934909255,20,70,143
"588","Pyramidal","5","Elaphurus davidianus","71284","24",43.87,45.55,10.39,5.84,58.79,27.15,7.47375533634408,0.824358974358974,0.982735042735043,0.666581196581197,0.552769019779957,0.797037876612364,18,59,117
"589","Pyramidal","6","Elaphurus davidianus","71284","24",31.32,31.7,8.5,4.64,36.62,22.04,6.31489212426509,0.842886597938144,0.97659793814433,0.59659793814433,0.530106806778752,0.804518233040638,26,114,97
"590","Complex","1","Elaphurus davidianus","71284","24",51.64,52.31,8.87,7.49,80.53,28.4,8.10864292530654,0.5,0.972,0.612,0.846738741557097,0.814910988710983,21,74,5
"591","Complex","2","Elaphurus davidianus","71284","24",42.61,43.97,8.7,6.7,61.55,25.78,7.36564572873046,0.618,0.994,0.632,0.784076317251489,0.815206870947873,25,71,5
"592","Complex","3","Elaphurus davidianus","71284","24",38.06,38.06,7.91,6.36,228.3,24.27,6.96128559050843,0.61,1,0.791818181818182,0.790087958566459,0.825014344596865,20,62,11
"593","Complex","4","Elaphurus davidianus","71284","24",44.68,44.68,8.15,6.87,61.99,25.71,7.54243613554447,0.543333333333333,1,0.646666666666667,0.833243244912466,0.820995743919622,21,69,9
"594","Complex","5","Elaphurus davidianus","71284","24",41.62,42.215,8.205,6.81,65.795,25.705,7.27677042823985,0.54125,0.985,0.556875,0.832879263749142,0.806134723311088,19.5,57,16
"595","Complex","6","Elaphurus davidianus","71284","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"596","Microglia","1","Elaphurus davidianus","71284","24",18.49,18.49,5.89,3.97,8.58,16.28,4.8520304185107,0.69077519379845,0.986589147286822,0.656279069767442,0.684345035156977,0.842382351362317,21,81,129
"597","Microglia","2","Elaphurus davidianus","71284","24",18.795,19.235,6.005,4.265,6.845,16.86,4.89188375356232,0.661066666666667,0.9842,0.644066666666667,0.721112342531736,0.861908390923072,20,78,150
"598","Microglia","3","Elaphurus davidianus","71284","24",17.68,17.96,5.78,4.055,4.92,16.16,4.74456098573392,0.653474576271186,0.979661016949153,0.653474576271186,0.717186836211452,0.862295042946849,18,65,118
"599","Microglia","4","Elaphurus davidianus","71284","24",17.79,18.2,5.88,3.95,10.62,16.13,4.75929947585131,0.691925465838509,0.977826086956522,0.650807453416149,0.688217885126795,0.843671167062016,19,68,161
"600","Microglia","5","Elaphurus davidianus","71284","24",18.63,18.76,5.92,4.09,11.365,16.61,4.87036316316524,0.672950819672131,0.982459016393443,0.740491803278689,0.703881530312211,0.856681508533152,18,59,122
"601","Microglia","6","Elaphurus davidianus","71284","24",17.69,17.99,5.86,3.965,16.79,16.275,4.74590125859016,0.700245098039216,0.98421568627451,0.57906862745098,0.690550934658331,0.845812028830675,27,115.5,204
"602","Ellipsoid","1","Elaphurus davidianus","71285","25",69.83,69.83,12.39,7.36,0.59,31.3,9.42922676622301,0.787477477477477,0.983873873873874,0.74045045045045,0.605694308296077,0.899776220973406,10,32,111
"603","Ellipsoid","2","Elaphurus davidianus","71285","25",50.44,50.46,10.72,6.34,1.08,26.56,8.01387563145583,0.786153846153846,0.987350427350427,0.734871794871795,0.608133873288485,0.90095612286859,9,28,117
"604","Ellipsoid","3","Elaphurus davidianus","71285","25",53.85,54.27,10.67,6.52,1.65,27.38,8.28033510698622,0.772772277227723,0.993465346534653,0.738217821782178,0.624600202783271,0.898548977831993,11,34,101
"605","Ellipsoid","4","Elaphurus davidianus","71285","25",62.075,62.33,11.105,7.18,1.615,29.3,8.88991771205635,0.778392857142857,0.989821428571429,0.734196428571429,0.619233110107639,0.905870390637191,10,32,112
"606","Ellipsoid","5","Elaphurus davidianus","71285","25",63.21,65.67,12.06,6.86,0.6,30.1,8.97114661694422,0.789357798165138,0.98394495412844,0.692752293577982,0.60306172241399,0.899099993595864,10,26,109
"607","Ellipsoid","6","Elaphurus davidianus","71285","25",52.88,54.6,10.36,6.52,1.76,27.14,8.20541937536379,0.778403361344538,0.982689075630252,0.679327731092437,0.617696076493354,0.895587484292495,9,24,119
"608","Round","1","Elaphurus davidianus","71285","25",59.175,59.965,9.705,8.19,5.12,29.025,8.67999725175028,0.471451612903226,0.987741935483871,0.704516129032258,0.86718820529449,0.917427329202646,10.5,32,62
"609","Round","2","Elaphurus davidianus","71285","25",58.21,58.51,9.29,8.22,8.505,28.085,8.60852651103605,0.483658536585366,0.99219512195122,0.703048780487805,0.858525672775144,0.913704154941201,9,28,82
"610","Round","3","Elaphurus davidianus","71285","25",65.21,66.25,9.78,8.28,2.86,29.82,9.11196744464004,0.515679012345679,0.98,0.808395061728395,0.844875779690377,0.923142105728241,11,34,81
"611","Round","4","Elaphurus davidianus","71285","25",70.345,71.935,10.355,8.905,2.835,31.025,9.46379714211072,0.469803921568627,0.983137254901961,0.734019607843137,0.868038973595122,0.913456288862935,11,32,102
"612","Round","5","Elaphurus davidianus","71285","25",56.5,56.5,9.43,7.9,2.97,27.43,8.48162922306421,0.473835616438356,0.988630136986301,0.679452054794521,0.865453559132229,0.918175219640118,10,25,73
"613","Round","6","Elaphurus davidianus","71285","25",45.415,45.5,8.5,7.15,15.05,25.09,7.60421940255349,0.507375,0.997375,0.716625,0.851710838552371,0.907484240152291,9,24,80
"614","Pyramidal","1","Elaphurus davidianus","71285","25",72.23,75.19,13.19,7.61,78.27,34.41,9.58989532352782,0.820691823899371,0.98377358490566,0.677987421383648,0.555090403956901,0.789480530710032,11,32,159
"615","Pyramidal","2","Elaphurus davidianus","71285","25",77.46,78.45,12.94,7.27,96.05,34.74,9.93101883671488,0.806013071895425,0.993333333333333,0.693790849673203,0.578913893818667,0.791855981496378,10,27,153
"616","Pyramidal","3","Elaphurus davidianus","71285","25",56.31,56.335,11.49,6.77,40.815,29.3,8.46702223367354,0.801184210526316,0.973684210526316,0.745526315789474,0.586713156145285,0.795350679312072,12,34.5,76
"617","Pyramidal","4","Elaphurus davidianus","71285","25",73.58,75.23,12.68,7.62,53.53,34.64,9.67909942616632,0.798496240601504,0.981428571428571,0.687518796992481,0.591576458974547,0.79665345924863,11,31,133
"618","Pyramidal","5","Elaphurus davidianus","71285","25",86.78,86.8,14.47,7.64,47.49,38.05,10.5115045398895,0.832822085889571,0.987730061349693,0.678159509202454,0.53882711547186,0.789141510680247,10,27,163
"619","Pyramidal","6","Elaphurus davidianus","71285","25",53.82,54.51,10.97,6.37,81.17,29.73,8.27802828562735,0.806,0.985755102040816,0.67734693877551,0.581311820171747,0.782482272714097,8,24,245
"620","Complex","1","Elaphurus davidianus","71285","25",72.94,72.94,10.47,9.16,9.28,33.78,9.63691301159156,0.546666666666667,0.968666666666667,0.662,0.830171047320764,0.81550990011214,12,32,15
"621","Complex","2","Elaphurus davidianus","71285","25",58.36,58.36,9.69,7.73,112.57,30.33,8.62010787813842,0.527674418604651,0.995116279069767,0.787906976744186,0.833780573759841,0.810377218494611,9,30,43
"622","Complex","3","Elaphurus davidianus","71285","25",56.69,56.715,9.585,8.245,51.64,30.3,8.4924487051269,0.526,0.991,0.756,0.834581441948908,0.811502169063677,12,34,30
"623","Complex","4","Elaphurus davidianus","71285","25",72.61,72.61,10.59,9.18,180.73,33.36,9.61508831697453,0.5468,0.9956,0.8136,0.829818933129975,0.816556831520781,12,32,25
"624","Complex","5","Elaphurus davidianus","71285","25",94.05,94.05,12.235,10.335,102.04,38.395,10.9412867875207,0.494166666666667,0.997083333333333,0.722083333333333,0.85337065846967,0.815689006402939,11,26.5,24
"625","Complex","6","Elaphurus davidianus","71285","25",46.46,47.545,8.825,7.485,131.705,27.205,7.69076440851244,0.521666666666667,0.97047619047619,0.629523809523809,0.83549051950525,0.80858429937616,8,26,42
"626","Microglia","1","Elaphurus davidianus","71285","25",20.395,20.395,5.975,4.735,3.57,16.645,5.09584220242295,0.595348837209302,0.992790697674419,0.750697674418605,0.76213364678366,0.893831612476044,11,31.5,86
"627","Microglia","2","Elaphurus davidianus","71285","25",19.83,19.84,6.05,4.595,1.73,16.985,5.02470875557366,0.612222222222222,0.986296296296296,0.732314814814815,0.758281905444883,0.876880701285873,10.5,27,108
"628","Microglia","3","Elaphurus davidianus","71285","25",19.87,20.125,6.29,4.455,1.505,16.92,5.02983730810822,0.627717391304348,0.988369565217391,0.756304347826087,0.733669472843514,0.89452811999788,11,35,92
"629","Microglia","4","Elaphurus davidianus","71285","25",19.84,20.05,5.95,4.5,1.26,16.53,5.02603945145137,0.612705882352941,0.994117647058824,0.728470588235294,0.752033392839328,0.891769715198784,11,32,85
"630","Microglia","5","Elaphurus davidianus","71285","25",20.12,20.27,6.005,4.66,0.62,16.83,5.0613772916651,0.590568181818182,0.982159090909091,0.655909090909091,0.774916400170361,0.89768031718932,10,27,88
"631","Microglia","6","Elaphurus davidianus","71285","25",20.9,21.12,6.11,4.845,3.88,17.48,5.15855426614101,0.554948453608247,0.992422680412371,0.659948453608247,0.798885702045913,0.862898576697998,9,24,194
"632","Ellipsoid","1","Giraffa camelopardalis","AB959","26",47.11,47.63,9.78,6.24,8.09,26.26,7.74482504337403,0.783018867924528,0.980566037735849,0.671320754716981,0.611705400564603,0.908188150124018,24,96,53
"633","Ellipsoid","2","Giraffa camelopardalis","AB959","26",57.86,58.145,10.78,6.175,4.205,28.25,8.58176778951167,0.798648648648649,0.989459459459459,0.702162162162162,0.591436632382383,0.905658978278368,22,91,74
"634","Ellipsoid","3","Giraffa camelopardalis","AB959","26",51.64,52.145,10.475,6.245,2.455,27.325,8.1086365017835,0.79468085106383,0.979574468085106,0.708936170212766,0.597333205223499,0.913174520628095,20,76,94
"635","Ellipsoid","4","Giraffa camelopardalis","AB959","26",51.85,53.32,10.65,6.33,5.66,27.41,8.12511356194596,0.798051948051948,0.981558441558442,0.628441558441558,0.59079634221151,0.892482943776425,20,79,77
"636","Ellipsoid","5","Giraffa camelopardalis","AB959","26",51.98,54.84,10.46,6.51,7.58,28.44,8.13529295940434,0.776867469879518,0.974819277108434,0.616867469879518,0.616581248690059,0.897695262062714,18,63,83
"637","Ellipsoid","6","Giraffa camelopardalis","AB959","26",37.655,39.675,9.02,5.245,12.62,23.88,6.9241204711466,0.805,0.9855,0.56025,0.582881126446641,0.88675166151099,27,122,40
"638","Round","1","Giraffa camelopardalis","AB959","26",43.03,43.03,8.17,6.73,14.34,24.93,7.40185771343614,0.508421052631579,0.952105263157895,0.632631578947368,0.848173186014003,0.928391269584142,23,92,19
"639","Round","2","Giraffa camelopardalis","AB959","26",44.4,44.465,8.005,6.665,6.49,24.46,7.51853857819649,0.5335,0.9775,0.619,0.832061248799139,0.920619872066577,23,88.5,20
"640","Round","3","Giraffa camelopardalis","AB959","26",47.28,52.05,8.89,7.39,33.03,25.7,7.75878635323067,0.507096774193548,0.976129032258064,0.586774193548387,0.844824830784517,0.921331585739945,21,76,31
"641","Round","4","Giraffa camelopardalis","AB959","26",46.78,47.65,8.45,7.12,23.96,25.67,7.71765157950985,0.490816326530612,0.979795918367347,0.591836734693878,0.860404072162664,0.918403672859053,21,76,49
"642","Round","5","Giraffa camelopardalis","AB959","26",57.25,58.39,9.57,7.66,20.58,28.62,8.53773763570233,0.520810810810811,0.976216216216216,0.665945945945946,0.839470989289435,0.920943839690709,18,65,37
"643","Round","6","Giraffa camelopardalis","AB959","26",37.51,37.51,7.83,6.51,26.53,23.26,6.91080424574564,0.58,1,0.512,0.806711853203712,0.88783977067089,27,122,5
"644","Pyramidal","1","Giraffa camelopardalis","AB959","26",40.18,40.445,9.93,5.115,36.73,24.99,7.15253107217207,0.845,0.982027027027027,0.696216216216216,0.520233221238879,0.793778458861643,25,93,74
"645","Pyramidal","2","Giraffa camelopardalis","AB959","26",45.31,45.44,9.87,5.39,59.6,27.18,7.59542518704188,0.844678899082569,0.983761467889908,0.658623853211009,0.522269004527755,0.786283918976932,24,91,109
"646","Pyramidal","3","Giraffa camelopardalis","AB959","26",40.79,41.83,10.51,5.37,103.47,26.01,7.20662480151057,0.841443298969072,0.964020618556701,0.651340206185567,0.526120171765991,0.790408517573366,21,77,97
"647","Pyramidal","4","Giraffa camelopardalis","AB959","26",45.17,45.79,10.49,5.42,94.72,27.2,7.58368183903355,0.839337748344371,0.982119205298013,0.65635761589404,0.531587331725913,0.787885883482084,21,78,151
"648","Pyramidal","5","Giraffa camelopardalis","AB959","26",41.73,44,9.77,5.42,67.38,26.87,7.28918968073944,0.834957983193277,0.977899159663866,0.66453781512605,0.535953397577092,0.783229957890834,19,65,119
"649","Pyramidal","6","Giraffa camelopardalis","AB959","26",35.87,35.955,8.905,4.85,29.3,23.47,6.75803878882535,0.854519230769231,0.992307692307692,0.576730769230769,0.511162825042959,0.798044280423631,27,120,104
"650","Complex","1","Giraffa camelopardalis","AB959","26",50.68,50.68,8.4,7.15,821.48,27.75,8.03291853109305,0.52,1,0.993333333333333,0.843846593474602,0.83513961447379,24,89,3
"651","Complex","2","Giraffa camelopardalis","AB959","26",47.345,47.375,8.425,7.075,358.87,26.98,7.74971128801558,0.53375,0.9075,0.6375,0.832814921590416,0.829811304424373,21,96.5,8
"652","Complex","3","Giraffa camelopardalis","AB959","26",39.1,39.1,8.02,6.34,298.97,24.3,7.05575411980497,0.533846153846154,0.973846153846154,0.606923076923077,0.829285116314554,0.803860914104667,17,78,13
"653","Complex","4","Giraffa camelopardalis","AB959","26",39.15,39.15,8.15,6.31,226.32,24.9,7.0602640302174,0.578461538461538,0.990769230769231,0.601538461538462,0.810019380203166,0.808887067876754,21,79,13
"654","Complex","5","Giraffa camelopardalis","AB959","26",42.57,42.57,8.51,6.97,517.04,25.91,7.36218767890196,0.594,0.992,0.51,0.798292183027126,0.80858753465021,22,72,5
"655","Complex","6","Giraffa camelopardalis","AB959","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"656","Microglia","1","Giraffa camelopardalis","AB959","26",18.93,19.68,6,4.1,4.64,16.79,4.90942202115856,0.682561983471074,0.985537190082645,0.692396694214876,0.701398605191413,0.860228252852682,24,94,121
"657","Microglia","2","Giraffa camelopardalis","AB959","26",18.28,18.38,6,4.08,5.42,16.62,4.82439829178301,0.69796992481203,0.987669172932331,0.689172932330827,0.688402719929684,0.857410265684385,24,91,133
"658","Microglia","3","Giraffa camelopardalis","AB959","26",18.88,19.06,5.85,4.275,10.035,16.8,4.90293408120075,0.64328125,0.97828125,0.655,0.726866857229311,0.867558074321139,20,76,128
"659","Microglia","4","Giraffa camelopardalis","AB959","26",17.5,17.96,5.67,4.095,10.62,16.22,4.72034178336506,0.670639534883721,0.983604651162791,0.616511627906977,0.707080977620035,0.850097467235737,21,79.5,172
"660","Microglia","5","Giraffa camelopardalis","AB959","26",18.95,19.575,6.04,4.185,12.64,16.995,4.91201325884835,0.668466666666667,0.983,0.641866666666667,0.713213247495139,0.849305394911106,19,66,150
"661","Microglia","6","Giraffa camelopardalis","AB959","26",17.375,17.695,5.805,3.83,14.125,16.42,4.70345968067913,0.72159793814433,0.980721649484536,0.569175257731959,0.665865234803876,0.832937850199324,27,121,194
"662","Ellipsoid","1","Giraffa camelopardalis","AB959","27",38.75,38.81,9.1,5.56,4.815,23.88,7.02410366940064,0.787272727272727,0.963939393939394,0.656969696969697,0.606085994870364,0.896673299636471,23,88.5,66
"663","Ellipsoid","2","Giraffa camelopardalis","AB959","27",47.77,50.35,10.48,6.5,5.27,26.96,7.79888793687912,0.791090909090909,0.982727272727273,0.638,0.600969989702586,0.897176748593664,22,88,55
"664","Ellipsoid","3","Giraffa camelopardalis","AB959","27",51.59,54.14,10.31,6.47,7.1,27.93,8.10471641162644,0.788271604938272,0.986296296296296,0.648888888888889,0.608020812513044,0.903254134558044,20,81,81
"665","Ellipsoid","4","Giraffa camelopardalis","AB959","27",41.625,43.61,9.29,5.74,4.075,24.535,7.28001282154923,0.793666666666667,0.9855,0.690166666666667,0.597669332738457,0.895066224054975,21,84,60
"666","Ellipsoid","5","Giraffa camelopardalis","AB959","27",57.735,58.64,11.03,6.305,4.095,28.15,8.57381457826082,0.793285714285714,0.978714285714286,0.685428571428571,0.601094897082864,0.903556506389772,19,69,70
"667","Ellipsoid","6","Giraffa camelopardalis","AB959","27",32.305,32.305,8.555,4.99,18.63,21.535,6.41313311899222,0.798235294117647,0.987647058823529,0.582352941176471,0.595116384401984,0.890513196726978,27.5,129.5,34
"668","Round","1","Giraffa camelopardalis","AB959","27",44.96,45.44,8.38,7.07,33.39,24.78,7.56603264143718,0.530869565217391,0.995652173913044,0.66304347826087,0.834238704515472,0.920421940237535,21,82,23
