"","Shape","Layer","Animal","ID","Image","Area","ConvexArea","MajorAxisLength","MinorAxisLength","Perimeter","ConvexPerimeter","EquivDiameter","Eccentricity","Solidity","Extent","InvAR","ConvexCircularity","Ngb_50","Ngb_100","N"
"669","Round","2","Giraffa camelopardalis","AB959","27",41.56,41.56,7.76,7.11,66.43,24.49,7.27432714958527,0.44,0.999047619047619,0.616666666666667,0.887094983910982,0.912935640108142,22,88,21
"670","Round","3","Giraffa camelopardalis","AB959","27",42.095,42.175,8.13,6.805,43.76,24.14,7.3209788348505,0.537142857142857,0.986785714285714,0.548928571428571,0.835141241252391,0.922560213852613,20,80,28
"671","Round","4","Giraffa camelopardalis","AB959","27",50.43,50.43,8.69,7.15,56.97,26.54,8.01308119520789,0.524210526315789,0.997368421052632,0.610526315789474,0.830835306588251,0.917809205753639,19,85,19
"672","Round","5","Giraffa camelopardalis","AB959","27",44.31,45.26,8.38,7.29,52.39,24.87,7.51114133985076,0.514193548387097,0.978064516129032,0.521612903225806,0.844388609921263,0.915042035367108,19,69,31
"673","Round","6","Giraffa camelopardalis","AB959","27",33.605,33.605,7.225,5.715,286.35,21.68,6.54103712710584,0.61,1,0.67,0.791020601295771,0.898672949289672,30,119,2
"674","Pyramidal","1","Giraffa camelopardalis","AB959","27",38.32,38.32,9.81,4.965,50.245,25.105,6.98494966133718,0.86425,0.987,0.674916666666667,0.490858366408055,0.768661508712672,22,87.5,120
"675","Pyramidal","2","Giraffa camelopardalis","AB959","27",39.7,39.985,9.7,5.11,48.095,26.015,7.10968282564524,0.856022727272727,0.980397727272727,0.643465909090909,0.500679567803389,0.768676061961515,22,88,176
"676","Pyramidal","3","Giraffa camelopardalis","AB959","27",40.12,40.12,10.1,5.34,92.83,25.69,7.14719319276978,0.830747663551402,0.978411214953271,0.642803738317757,0.544662187021939,0.784556290851987,20,82,107
"677","Pyramidal","4","Giraffa camelopardalis","AB959","27",37.515,39.33,10.065,5.165,58.945,24.64,6.91061975804076,0.853085106382979,0.974468085106383,0.609255319148936,0.510570688242457,0.783918900669106,20,83,94
"678","Pyramidal","5","Giraffa camelopardalis","AB959","27",45.25,45.255,10.61,5.46,79.535,27.225,7.59038412224291,0.850568181818182,0.989545454545455,0.655568181818182,0.511167670899736,0.777934789925688,19,70,88
"679","Pyramidal","6","Giraffa camelopardalis","AB959","27",34.525,34.725,9.355,4.74,53.395,23.835,6.63012018251824,0.863545454545455,0.985727272727273,0.584727272727273,0.493923648461704,0.788869479285667,27,128.5,110
"680","Complex","1","Giraffa camelopardalis","AB959","27",32.755,32.985,7.335,5.74,1164.98,22.785,6.44949164327314,0.5175,0.93,0.6625,0.826503400001162,0.800339791356566,25,92.5,4
"681","Complex","2","Giraffa camelopardalis","AB959","27",37.68,37.68,7.89,6.65,217.61,23.97,6.92644685575663,0.575714285714286,1,0.521428571428571,0.812483503689297,0.831089044349894,21,90,7
"682","Complex","3","Giraffa camelopardalis","AB959","27",42.54,42.54,8.16,6.88,140.64,25.59,7.35959307523411,0.608461538461538,0.976923076923077,0.805384615384615,0.792253869751989,0.816323981895704,20,81,13
"683","Complex","4","Giraffa camelopardalis","AB959","27",44.985,46.015,8.45,6.98,702.36,26.325,7.52808367082324,0.508333333333333,0.986666666666667,0.588333333333333,0.845449759683923,0.795292693455953,22,84,6
"684","Complex","5","Giraffa camelopardalis","AB959","27",62.7,62.7,9.13,8.4,466.98,30.52,8.93488217353171,0.57,1,0.584444444444444,0.814611542213782,0.812197744720558,18,70,9
"685","Complex","6","Giraffa camelopardalis","AB959","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"686","Microglia","1","Giraffa camelopardalis","AB959","27",16.67,17.37,5.85,3.75,17.54,16.1,4.60704929545313,0.710780141843972,0.970141843971631,0.619219858156028,0.665797089338533,0.830484833812929,23,88,141
"687","Microglia","2","Giraffa camelopardalis","AB959","27",17.49,17.975,5.865,3.875,21.54,16.57,4.7189998556281,0.706172839506173,0.984444444444444,0.610925925925926,0.667495978383668,0.830766215905885,23,88,162
"688","Microglia","3","Giraffa camelopardalis","AB959","27",18.21,18.555,5.8,4.245,12.495,16.53,4.8151521639126,0.653424657534247,0.988835616438356,0.689178082191781,0.724031963968089,0.857175547501902,20,81,146
"689","Microglia","4","Giraffa camelopardalis","AB959","27",18.43,18.52,5.95,3.93,8.64,16.56,4.84415160884432,0.698639053254438,0.985798816568047,0.609585798816568,0.682718924995829,0.843986487236307,20,84,169
"690","Microglia","5","Giraffa camelopardalis","AB959","27",17.35,17.48,5.74,4.1,8.96,16.33,4.70007511654389,0.665035460992908,0.971702127659574,0.668581560283688,0.713760323810783,0.858329795272646,20,67,141
"691","Microglia","6","Giraffa camelopardalis","AB959","27",16.91,17.07,5.76,3.755,14.65,15.995,4.64009469936711,0.729545454545454,0.986477272727273,0.59625,0.662136136929163,0.82977747964218,27.5,129,176
